nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran,link_restoran,Alamat
Dimsum Bakar isi 5pcs,31000,Appetizer,asin gurih,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea11,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Dimsum Kukus isi 5pcs,31000,Appetizer,asin gurih,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea11,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Seblak Komplit Ceker,24500,Main Course,asin gurih pedas  telur kerupuk batagor ceker kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Campur Telor,22000,Main Course,asin gurih pedas  telur kerupuk batagor kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Campur Biasa,15000,Main Course,asin gurih pedas  kerupuk batagor kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Komplit Tulang,26000,Main Course,asin gurih pedas  kerupuk batagor telur tulang kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Komplit Kikil,26000,Main Course,asin gurih pedas  kerupuk batagor telur kikil kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Komplit Sayap,28500,Main Course,asin gurih pedas  kerupuk telur ayam batagor kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Komplit Tulang Ceker,31000,Main Course,asin gurih pedas  kerupuk batagor tulang ceker kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Komplit Ceker Sayap,32500,Main Course,asin gurih pedas  kerupuk batagor telur ceker ayam kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Komplit Tulang Sayap,33500,Main Course,asin gurih pedas  kerupuk batagor telur tulang ayam kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Komplit Tulang Ceker Sayap,37500,Main Course,asin gurih pedas  kerupuk batagor telur tulang ceker ayam kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Makaroni Basah,24500,Main Course,asin gurih pedas  makaroni bakso sosis,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Bakso Aci (Boci),24500,Main Course,asin gurih pedas   bakso aci batagor kerupuk,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Spatulaker,27000,Main Course,asin gurih pedas  mie tulang ceker ayam,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Suki (Kuah Tomyam),31000,Main Course,asin gurih pedas  kerupuk batagor kwetiau mie,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Cah Kangkung,33000,Main Course,gurih asin  sayur,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Jumbo Goreng,67500,Main Course,gurih    bebek,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Jumbo Bakar,67500,Main Course,gurih manis   bebek,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Super Goreng,59500,Main Course,gurih    bebek,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Jumbo Goreng Bumbu Hitam,72200,Main Course,gurih   bebek,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Super Goreng Bumbu Hitam,64000,Main Course,gurih   bebek,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Super Paha Goreng,44500,Main Course,gurih    ayam,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Super Paha Bakar,44500,Main Course,gurih manis   ayam,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Super Dada Bakar,44500,Main Course,gurih manis   ayam,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Super Gorang Bumbu Hitam,49500,Main Course,gurih   ayam,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Penyet Paha,46000,Main Course,gurih pedas  ayam,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Penyet Dada,46000,Main Course,gurih pedas  ayam,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Pejantan Setengah   Ekor Goreng,69000,Main Course,gurih    ayam,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Pejantan Setengah  Ekor Bakar,69000,Main Course,gurih manis   ayam,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Nila Goreng,56000,Main Course,gurih   ikan,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Nila Bakar,56000,Main Course,gurih manis   ikan,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Bawal Goreng,46000,Main Course,gurih   ikan,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Bawal Bakar,46000,Main Course,gurih manis   ikan,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Lele Goreng,36000,Main Course,gurih   ikan,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Lele Bakar,36000,Main Course,gurih manis   ikan,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Tahu - Tempe Goreng,23000,Appetizer,asin gurih,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Tempe Goreng Tepung,25000,Appetizer,asin gurih,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Chocolate Float,30000,Beverage,manis dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Strawberry Float,30000,Beverage,manis   dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Vanilla Float,30000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Chocolate,25000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Strawberry,25000,Beverage,manis   dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Vanilla,25000,Beverage,manis  dingin,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Orange Squash,26500,Beverage,manis asam  dingin,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Lemon Squash,26500,Beverage,asam manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Es Teler Durian,38000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Es Teler Original - Prambose,34500,Beverage,manis   dingin,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Alpukat Float,36000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Strawberry Float,31000,Beverage,manis   dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Jeruk Float,31000,Beverage,manis asam  dingin,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Sirsak Float,31000,Beverage,asam manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Melon Float,31000,Beverage,manis  dingin,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Jambu Float,31000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Mangga Float,36000,Beverage,manis   dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Alpukat,31000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Strawberry,26000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Jeruk,26000,Beverage,manis asam  dingin,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Sirsak,26000,Beverage,asam manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Melon,26000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Jambu,26000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Mangga,31000,Beverage,manis   dingin,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ice Lemon Tea,21500,Beverage,manis asam  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ice Coffee Float,20000,Beverage,manis  dingin ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Teh Tawar ,3500,Beverage,dingin hangat ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Tegurih asin manis ,13000,Beverage,manis  teh,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Lemon Tea ,16000,Beverage,manis dingin asam ,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jeruk Manis ,21500,Beverage,manis   dingin,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milo ,21500,Beverage,manis dingin,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Seblak Sosis,17500,Main Course,asin gurih pedas  telur sayur sosis bakso kwetiau,Seblak Mantul Bandung,https://gofood.co.id/jakarta/restaurant/seblak-mantul-bandung-jln-kalisari-ll-03ab1b41-cfce-441a-9e73-711f576d635a,"Jl. Kalisari ll No.62, Pasar Rebo, Jakarta Timur"
Seblak Komplit,23000,Main Course,asin gurih pedas  telur sayur sosis kwetiau ceker bakso tulang,Seblak Mantul Bandung,https://gofood.co.id/jakarta/restaurant/seblak-mantul-bandung-jln-kalisari-ll-03ab1b41-cfce-441a-9e73-711f576d635a,"Jl. Kalisari ll No.62, Pasar Rebo, Jakarta Timur"
Seblak Original,14000,Main Course,asin gurih pedas  telur sayur bakso sosis kwetiau,Seblak Mantul Bandung,https://gofood.co.id/jakarta/restaurant/seblak-mantul-bandung-jln-kalisari-ll-03ab1b41-cfce-441a-9e73-711f576d635a,"Jl. Kalisari ll No.62, Pasar Rebo, Jakarta Timur"
Seblak Bakso,17500,Main Course,asin gurih pedas  telur sayur bakso sosis kwetiau,Seblak Mantul Bandung,https://gofood.co.id/jakarta/restaurant/seblak-mantul-bandung-jln-kalisari-ll-03ab1b41-cfce-441a-9e73-711f576d635a,"Jl. Kalisari ll No.62, Pasar Rebo, Jakarta Timur"
Seblak Ceker,19000,Main Course,asin gurih pedas  telur sayur bakso sosis ceker kwetiau,Seblak Mantul Bandung,https://gofood.co.id/jakarta/restaurant/seblak-mantul-bandung-jln-kalisari-ll-03ab1b41-cfce-441a-9e73-711f576d635a,"Jl. Kalisari ll No.62, Pasar Rebo, Jakarta Timur"
Seblak tulang,19000,Main Course,asin gurih pedas  telur sayur bakso sosis tulang kwetiau,Seblak Mantul Bandung,https://gofood.co.id/jakarta/restaurant/seblak-mantul-bandung-jln-kalisari-ll-03ab1b41-cfce-441a-9e73-711f576d635a,"Jl. Kalisari ll No.62, Pasar Rebo, Jakarta Timur"
Seblak Otak-Otak,17500,Main Course,asin gurih pedas  telur sayur bakso sosis otak-otak kwetiau,Seblak Mantul Bandung,https://gofood.co.id/jakarta/restaurant/seblak-mantul-bandung-jln-kalisari-ll-03ab1b41-cfce-441a-9e73-711f576d635a,"Jl. Kalisari ll No.62, Pasar Rebo, Jakarta Timur"
Sate Ayam Full Daging,45000,Main Course,asin gurih manis   ayam,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Tongseng Ayam,30000,Main Course,asin gurih manis   ayam,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Tongseng Kambing,36000,Main Course,asin gurih manis   kambing,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Tengkleng Kambing,32500,Main Course,asin gurih   kambing,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Sate Kambing,60000,Main Course,asin gurih  manis  kambing,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Sate Ayam,33000,Main Course,asin gurih manis   ayam,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Sate Sapi,60000,Main Course,asin gurih  manis  sapi,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Sate Thaican,33000,Main Course,asin gurih pedas asam  ayam,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Sate Thaican Full Daging,45000,Main Course,asin gurih pedas asam   ayam,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Sate Thaican Kulit,33000,Main Course,asin gurih pedas   ayam,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Tongseng Sapi,36000,Main Course,asin gurih manis   sapi,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Sop Kambing,43000,Main Course,asin gurih   kambing,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Gulai Kambing,40000,Main Course,asin gurih    kambing,Sate Ayam Kambing Kartika,https://gofood.co.id/jakarta/restaurant/sate-ayam-kambing-kartika-4cdb9e37-8a58-43ba-a026-1e814dbff19d,"Jalan Kalisari Ii, Kalisari, Pasar Rebo, Kota Jakarta Timur, Dki Jakarta, Indonesia"
Matcha Sakura,26000,Beverage,manis dingin ,Esteh Indonesia,https://gofood.co.id/jakarta/restaurant/esteh-indonesia-kalisari-fd2ec006-4684-49ae-b4aa-c90bf6afa4d2,"Jl. Raya Kalisari Kav. 03, Pekayon, Pasar Rebo, Jakarta Timu"
Chocolate Sakura,26000,Beverage,manis dingin,Esteh Indonesia,https://gofood.co.id/jakarta/restaurant/esteh-indonesia-kalisari-fd2ec006-4684-49ae-b4aa-c90bf6afa4d3,"Jl. Raya Kalisari Kav. 03, Pekayon, Pasar Rebo, Jakarta Timu"
Milktea Sakura,26000,Beverage,manis dingin,Esteh Indonesia,https://gofood.co.id/jakarta/restaurant/esteh-indonesia-kalisari-fd2ec006-4684-49ae-b4aa-c90bf6afa4d4,"Jl. Raya Kalisari Kav. 03, Pekayon, Pasar Rebo, Jakarta Timu"
